id,feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,label
000000311284,.02080,.24871,-.66151,.74335,.62163,-.09365,-.25468,.15852,.09002,-.09907,-.99876,-.99193,.90554,.87460,.82464,.99660,.59364,.61463,.46368,.50414,1
000000312175,.30538,-.32545,-.38673,-.50192,-.91067,-.67814,-.01018,.06835,.08249,.14367,-.99783,-1.00000,.67703,.87120,.71818,.93539,.65803,.84606,.57969,.54096,1
000000312385,-.21050,.21156,-.55380,-.29073,-.96506,-.97824,-.10662,.08266,.19644,.24185,-.89604,-.99675,.86428,.79030,.90397,.83570,.94046,.88088,.77669,.89481,1
000000318245,.07866,-.01580,-.01750,-.82594,.23908,-.62995,-.14992,.31270,.80393,-.98008,-.96338,.61530,.71130,.76893,.91195,.69287,.94714,.55391,.95568,.45902,0
000000320660,.16312,-.13412,.11558,.06364,-.73479,-.74736,.05213,-.04577,.87200,.23192,-.59985,-.98420,.66875,.74820,.90755,.95870,.99807,.99786,.99426,.99466,0
000000322362,.29121,-.31107,-.34839,-.37142,.44536,-.91311,.12404,-.09382,-.98042,.55603,.27232,-.93557,.38041,.71505,.64349,.88525,.52661,.96771,.72938,.63631,0
000000323153,.05801,.02764,-.96697,-.96939,-.61109,-.78530,.14100,-.14149,-.30036,-.77440,.82295,.76617,.60135,.59590,.39246,.42422,.06524,.19479,-.17453,-.05669,0
000000323288,.21699,-.18148,-.92698,-.58868,-.93670,-.96877,.13371,-.14801,-.83444,.13880,.17975,-.98990,.58463,.77459,.38999,.83884,.19077,.87783,.10825,.64368,0
000000323552,.14876,-.18069,-.07964,-.14839,-.90822,-.62968,-.09459,.03844,-.02556,.03023,-.96554,-.95832,.70243,.82450,.87722,.96115,.94973,.99997,.95445,.98971,0
000000323963,-.28347,.28297,-.06711,-.18837,-.92559,.53930,-.02694,.01930,-.07731,.16479,-.99987,-.99967,.89944,.86867,.99332,.87835,.99378,.60361,.98400,.31153,1
000000324995,-.74735,.75154,-.27658,-.05552,-.98584,-.99961,-.10834,.10766,-.26822,.06502,-.95937,-.99129,.90905,-.13149,.98133,.44819,.92498,.51984,.93714,.93641,0
000000325595,-.13020,.10199,-.59136,-.02872,-.71816,-.99530,-.07103,.08333,-.04149,-.14094,-.98938,-.93177,.77179,.73448,.83322,.92387,.95612,.94569,.94278,.89458,1
000000327314,-.42209,.41863,-.28203,-.34677,-.99903,-.97467,.05558,-.05695,.25547,.22775,-.91516,-.99922,.95060,.87715,.99503,.78721,.99995,.71361,.87354,.84175,1
000000327656,-.14123,.12494,-.45543,-.19977,-.71870,-.28269,-.07104,-.10693,-.94023,-.99995,.52115,.59775,.85812,.78249,.90374,.88759,.97024,.99215,.91634,.98906,0
000000328242,-.02794,.15050,-.49695,-.14212,-.25027,-.87379,-.21341,.08343,-.17863,-.81848,-.96308,-.48010,.88017,.80241,.88085,.89408,.99206,.84784,.92313,.83718,1
000000328686,.25906,-.29948,-.78858,-.54049,-.27309,-.92289,-.05345,-.00870,.00209,-.22063,-1.00000,-.99871,.69135,.84780,.57199,.91765,.12022,.97230,-.07897,.85861,1
000000331852,-.28941,.39352,-.64164,-.32179,.99873,.93763,.04385,-.00402,.07695,-.08693,-.99971,-.99567,.85213,.68006,.88499,.71295,.85205,.95328,.16773,-.22446,1
000000332851,.37169,-.10577,.37349,-.46098,-.05091,-.96450,-.07294,.05292,-.08983,.06748,-.99964,-.99485,.67397,.80003,.90817,.87562,.99619,.92678,.97093,.85702,1
000000333182,.02894,.03910,-.06487,-.02069,-.99380,-.99564,-.00442,.06121,.04271,-.06575,-.99990,-.99658,.68322,.70600,.90854,.93022,.96374,.97197,.94697,.94646,1
000000333498,.00179,.05849,-.36558,-.24319,.77244,.92961,-.02147,.01988,.07636,-.05045,-.99975,-.99387,.68291,.65885,.83443,.84368,.89939,.87271,.76326,.56270,1
000000336044,.18487,-.24515,-.26186,-.44512,-.18552,-.65848,-.02944,.05297,-.13387,.21646,-.99863,-.97231,.62798,.77208,.79886,.91169,.51403,.99419,.40148,.96223,1
000000336166,-.19963,.11509,-.39392,-.04550,-.90831,-.75615,-.11184,.12054,-.07042,-.17033,-.99389,-.95078,.90709,.86369,.94990,.94158,.98767,.87383,.95817,.78885,1
000000336414,.33371,-.33048,-.09764,-.06266,-.92871,-.39560,.20268,-.03243,-.81714,.94171,-.07305,-.73752,.70861,.85149,.83277,.99233,.79879,.94767,.81248,.98051,0
000000336546,.02238,.14680,-.19887,-.25258,-.29736,-.60290,-.05158,-.01275,.47280,-.34837,-.98586,-.71221,.80951,.74182,.91012,.84458,.99950,.95884,.99992,.93272,0
000000337193,.05944,-.12108,-.24653,-.16737,-.62283,-.81452,-.00241,.10194,.04534,.14662,-.99844,-.93845,.70942,.76435,.86384,.92883,.97065,.99004,.97153,.95448,1
000000341696,.09592,-.09571,-.27179,-.22565,-.97820,-.97319,-.05369,-.09238,-.10100,-.08487,-.99780,-.99404,.69558,.76493,.83590,.91586,.89983,.96507,.89373,.87929,1
000000341794,.09930,-.08884,-.17661,-.09447,.15553,-.74934,-.04272,.23172,.47205,-.49441,-.87488,-.97877,.83896,.84362,.91817,.96565,.99970,.91585,.99995,.86772,1
000000342234,.29731,-.30310,.02198,.04214,-.23776,.92132,.08186,.02394,-.57798,-.97453,-.74722,-.12766,.16644,.63656,.78566,.98843,.99746,.95693,.98251,.68697,0
000000343167,.05767,-.02926,-.22328,-.13591,-.99375,-.99989,.00006,-.05118,.06860,-.01103,-.99669,-.68770,.69899,.72786,.86226,.90906,.91516,.95027,.88268,.88873,1
000000343243,.15590,-.16310,-.35566,-.32565,-.98002,-.63922,.07711,-.02134,-.24279,-.07053,-.99569,-.99721,.72680,.80126,.80194,.91018,.84866,.83719,.83614,.53700,1
000000344003,-.36577,.42588,.77724,-.86883,-.62417,.45697,-.12120,-.09445,-.42926,.01306,-.91476,-.95701,.92663,.84451,.96481,.52570,.68251,.19654,.22277,-.39283,1
000000344271,.01488,.04796,-.90228,-.73802,-.77456,-.42044,.08455,-.08365,-.77840,-.91337,.12279,-.18498,.78820,.79773,.65199,.74336,.44904,.48271,.03294,.08417,0
000000345100,.79645,-.81876,-.57149,-.69734,.69220,.97485,.05356,-.05398,-.02275,.00240,-.99529,-.99915,-.54842,.90665,-.19917,.99590,-.52141,.98521,.12328,.48038,1
000000345389,-.17177,.17719,-.16300,-.11735,.46194,.78321,.02799,-.02902,-.01295,.06340,-.99496,-.99957,.80350,.71789,.95388,.87593,.99841,.90958,.99849,.84679,1
000000348523,-.03353,-.08573,-.63188,-.43473,.90307,-.84784,-.01474,-.04980,.00185,-.25361,-.99879,-.99998,.74709,.75857,.77251,.85712,.67563,.93888,.23532,.91282,1
000000348922,-.03836,.11394,-.41982,-.35671,-.56528,-.96298,.03764,-.03840,.16268,.01690,-.98403,-.99987,.88950,.83161,.90811,.86002,.99261,.89910,.89606,.92574,1
000000350518,.48167,-.54927,-.18094,-.15220,-.65253,-.90757,-.50582,.18176,.45341,.58321,-.80646,.87958,-.18017,.71737,-.98884,-.14947,-.93247,-.47879,.98202,.67743,0
000000351480,-.01322,.00440,-.24221,-.11681,-.99234,-.99200,.05750,-.10904,.09019,-.17967,-.99996,-.99944,.82009,.79293,.91109,.92385,.94606,.96302,.91496,.90757,1
000000353740,-.01235,.05053,-.55239,-.76735,-.98566,-.98818,.05392,-.10886,-.32467,-.89033,.99748,.30055,.78895,.72145,.81470,.67192,.84225,.68472,.59408,.57655,0
000000354132,.16042,-.20416,-.38793,-.43673,-.53321,-.65246,-.02349,-.09400,-.36719,-.47532,-.83149,-.90937,.74528,.75768,.80319,.88644,.64104,.98210,.48149,.93705,1
000000355513,-.19079,.18950,-.07413,-.25942,-.94971,-.99823,-.01382,.02556,-.20345,.11878,-.96842,-.98363,.88550,.83519,.98849,.87147,.99979,.88881,.95734,.94239,1
000000355620,.04623,-.01434,-.39712,.49381,-.95688,-.84088,.04123,.01726,-.99453,.98081,.86538,-.69021,.83567,.81657,.86873,.99980,.83168,.91806,.83630,.93429,0
000000355661,-.42838,.51523,-.49802,.11436,-.93300,-.99624,-.29805,.01850,-.34109,.18651,-.98201,-.98901,.87889,.55288,.95732,.74953,.99109,.82659,.91918,.76973,1
000000357356,.06475,-.06516,-.32012,-.08388,.84351,.99063,.00345,-.00329,-.18767,-.02644,-.99997,-.99453,.86970,.89454,.89564,.96165,.73006,.89367,.13691,.26934,1
000000358171,-.30285,.31516,-.23174,.07934,-.27120,-.99959,.02225,-.02452,.06850,.38648,-.86006,-.93767,.82786,.66475,.97435,.89045,.97279,.92133,.95628,.87307,1
000000358172,-.02235,.00424,-.94315,-.06047,-.97682,-.59832,.11139,.04311,.57467,.33638,-.66718,-.06497,.63647,.70627,.50384,.92051,.51894,.99763,.12827,.94982,0
000000360246,.00049,.23487,-.30567,-.10633,-.31851,-.93321,-.06246,-.08376,-.70610,-.85158,-.69771,-.35738,.70833,.41799,.88210,.79552,.99904,.87163,.97413,.88954,0
000000361140,.06003,.00205,-.45955,-.78306,-.73667,.92367,.00718,.01630,-.99292,.01365,.98234,-.99745,.55825,.67310,.72372,.64121,.66061,.78372,.65452,.34296,0
000000362658,.00292,-.04162,-.23634,-.18016,-.72450,-.31487,-.06152,-.06112,-.93188,.77922,-.19620,-.74165,.73546,.73610,.88082,.90410,.95189,.99994,.89818,.99980,0
000000362853,.71931,-.69964,-.00761,-.36193,-.88730,-.20007,.27443,-.24435,-.95675,-.42233,-.24719,.19523,.05466,.89621,.43434,.99471,.69497,.88985,.87609,.99815,0
000000363468,-.31111,.31254,-.22699,-.11935,-.04115,-.83219,-.13921,.13751,.92948,-.45497,.02897,-.73296,.89294,.68895,.97665,.81195,.89050,.75933,.93194,.79008,0
000000363947,.09790,-.09446,-.27467,-.51608,.98363,.98836,-.13130,.19302,.38396,-.99138,-.66358,.78244,.70698,.75229,.85594,.83495,.85875,.73165,.67162,.21413,0
000000364484,-.56481,.53064,.03200,-.38779,.77957,.82835,-.06656,.06989,.76070,-.99375,-.92158,-.81497,.86442,.35276,.99839,.50099,.98463,.64314,.99362,.77474,0
000000365011,-.00194,.00341,-.39959,-.18763,-.53737,-.56262,-.00035,.00087,-.14150,-.11621,-.99407,-.99768,.70971,.72829,.81425,.88821,.94774,.98159,.88279,.95977,1
000000365137,-.00312,.00265,-.67357,-.38180,-.81592,-.89489,-.09103,-.02531,-.12233,-.18300,-.96010,-.92055,.73588,.81947,.73833,.87143,.81330,.82249,.61449,.67595,1
000000365191,.06628,-.12289,-.36790,-.21349,-.18360,-.28362,-.16065,.07085,.95457,-.85226,-.14252,.74643,.79910,.82065,.85607,.92833,.95985,.99819,.95439,.96643,0
000000365493,.15194,-.02491,-.56485,-.58383,-.91104,-.92508,.39365,-.45846,-.74356,.06382,-.51279,-.81700,.63522,.69268,.68990,.77374,.57766,.86287,.22644,.90172,1
000000365565,.32562,-.09635,-.13848,-.35216,-.15757,.41485,.05928,-.08384,-.00409,-.23716,-.99968,-.99482,.34142,.63955,.70079,.84510,.89372,.97084,.91804,.81372,0
000000366031,.29349,-.29054,-.24530,-.04603,-.96845,-.99446,-.09995,.10152,.07002,-.00338,-.99953,-1.00000,.74555,.88364,.80738,.99567,.86203,.99830,.94195,.94676,1
000000367953,-.27173,.36903,-.08158,-.07749,.70747,.99984,.03341,-.12323,-.01769,.05671,-.99257,-.98947,.83449,.65279,.98312,.82125,.99848,.70092,.99078,.17578,1
000000371555,.22198,-.22206,-.51797,-.07278,.94500,.77321,-.33825,.18726,-.89599,.70509,-.63614,-.91716,.67759,.77416,.70149,.96266,.82397,.99996,.85935,.83064,0
000000372535,.11840,-.12068,-.19893,-.23031,-.98429,-.76453,-.05749,.05796,.08558,-.20008,-.99677,-.99994,.71581,.79626,.85502,.93040,.89367,.99174,.85807,.95053,1
000000373722,.01669,-.04063,.02444,-.90947,-.03369,.16121,.05710,-.18793,-.95830,-.59237,-.14493,-.66376,.39749,.44144,.91093,.44658,.98147,.18365,.96395,-.06225,0
000000374723,-.18426,.22009,-.12100,-.16195,-.98528,-.99481,-.00108,-.00096,.02822,.05450,-.99957,-.99823,.85676,.77088,.96792,.86287,.99506,.89947,.92171,.93074,1
000000375755,-.05042,.06731,-.17718,-.21806,.65847,.67582,.03271,-.03271,-.15946,.06840,-.99844,-.99847,.80329,.74650,.92518,.87059,.98937,.93130,.97226,.71043,1
000000376701,.25021,-.26795,-.92506,-.35505,-.98882,-.99684,-.09271,.09194,.27345,-.07136,-.92235,-.99863,.54928,.77960,-.15180,.93719,-.38515,.96018,-.58839,.95122,1
000000377119,-.07653,.07912,-.56641,-.53576,-.79740,-.77153,.10501,.02830,-.21045,-.05784,-.88160,-.99649,.81566,.78203,.84146,.79137,.73817,.91228,.52222,.86630,1
000000377155,-.00031,.00086,-.28758,-.70623,-.84924,-.04219,.03417,.02297,.28243,.18214,-.97419,-.99994,.77877,.78914,.87377,.74741,.91870,.93812,.81265,.85533,1
000000377157,-.07728,.15744,.03482,-.19808,-.94021,-.97824,-.01241,.06923,-.60432,-.61827,-.93644,-.87216,.86120,.83142,.97257,.88759,.99905,.92494,.94443,.94850,0
000000378482,-.00158,.00203,-.16014,-.17880,-.99987,-.99864,.11291,-.01009,.12979,.15047,-.99974,-.99447,.78152,.78926,.91984,.91179,.94895,.94975,.90393,.91373,1
000000379607,.29920,-.34151,-.93858,-.36009,-.99909,.72357,.03525,.01106,-.14863,.31503,-.98085,-.89301,.65729,.86087,.38455,.96499,.27775,.76263,.17310,.26663,0
000000380088,.04993,-.00229,-.20228,-.25068,-.99812,-.99270,.10579,-.02102,.10464,-.09433,-.99984,-.99993,.77080,.79989,.89405,.90433,.92797,.91383,.85787,.85805,1
000000380140,.30394,-.11242,-.42901,.32968,.95164,.49851,-.00250,.10771,-.83466,-.68745,.79660,.77881,.66585,.83848,.70382,.98812,.55016,.87116,.33956,-.00842,0
000000381255,-.08273,.08193,-.26870,-.13800,-.59146,-.33816,.03410,.05227,-.38872,-.25722,-.98229,-.90267,.79075,.76557,.90000,.89592,.98105,.99346,.94433,.98794,1
000000381664,-.07385,.19349,-.50595,-.58474,-.65017,-.99296,-.03384,.03938,.28390,-.20010,-.99943,-.99967,.77908,.70153,.83964,.69172,.73506,.65926,.44235,.54756,1
000000382423,-.16455,.21105,-.48730,-.70151,-.45988,-.14409,-.00013,.00089,.02397,.18351,-.98928,-.97522,.85003,.73800,.90000,.63830,.96779,.84895,.85174,.79824,1
000000382800,-.07291,.07269,-.18289,-.17849,-.99562,-1.00000,.01467,.02754,.10674,.00935,-.99967,-.99994,.80591,.74180,.93242,.88481,.95204,.91776,.89791,.87583,1
000000383324,.02081,.00477,-.15362,-.77614,-.87281,.36586,-.07582,.03317,-.44425,-.20882,-.99258,-.99838,.64188,.68207,.88540,.65068,.98100,.92495,.95695,.87541,1
000000385588,.00225,.04113,-.27971,-.20038,-.99061,-.92437,-.00044,-.00031,-.19184,-.00151,-.98981,-1.00000,.77037,.69428,.88671,.85910,.92929,.94827,.87574,.90094,1
000000386085,.02659,-.12425,-.19537,-.21565,-.99009,-.96754,.03230,-.02742,-.15704,.13403,-.98132,-.99006,.74467,.81848,.88731,.93596,.90239,.97898,.87831,.92330,1
000000388217,-.04212,.04311,.00061,-.18623,-.99746,-.99775,.01997,-.01889,.02163,-.16979,-.99920,-.97920,.84509,.88150,.95796,.93632,.97976,.95233,.92837,.92212,1
000000389425,-.02408,.05180,-.23092,-.09580,-.94821,-.92178,.00034,.00025,-.10737,.05984,-.97882,-.99978,.80906,.80163,.91266,.92438,.96938,.98262,.93335,.97057,1
000000390879,.94502,-.91095,-.14992,-.23405,.81783,-.12307,-.00268,-.11519,-.42640,.74422,-.86093,-.50701,-.89348,.95073,-.24727,.93337,-.18792,.70012,.69389,.96882,0
000000392055,.17237,-.09515,-.27282,-.24693,.99523,-.24501,-.10255,.10407,-.97497,-.98514,.89074,.93454,.65325,.76401,.80411,.91165,.71626,.82596,-.21600,.62060,0
000000395576,-.00749,.07256,-.30023,-.47028,-.99209,-.98475,-.04562,.04569,.12605,.12048,-.96845,-.99919,.68633,.79755,.84491,.82281,.87966,.80325,.75513,.65632,1
000000396861,.06194,.00034,-.75903,-.68194,-.94082,-.73558,-.10794,.00003,-.17160,.06324,-.99722,-.99908,.72893,.74924,.67132,.74103,.57533,.61437,.32193,.34481,1
000000397094,.07225,-.09385,.66374,-.66396,-.51049,.75714,-.04849,-.05517,-.31987,.01849,-.99989,-.99791,.81817,.86242,.99967,.83434,.86646,.97947,.76603,.98335,1
000000398938,-.04329,.04204,-.24652,-.23627,-.98756,-.99233,.00011,-.04322,-.04999,-.12922,-.99947,-.99847,.79582,.77523,.90615,.88334,.94893,.91990,.92113,.81215,1
000000399490,.10399,-.11276,-.22550,-.68441,-.92807,-.46608,.01675,-.14923,-.04888,-.04015,-.99312,-.96280,.78984,.81263,.87278,.80828,.92137,.93480,.83531,.82272,1
000000400080,.09693,-.09859,-.94009,-.54161,.97312,.83592,.01674,.10418,-.93877,-.99511,.93304,.97551,.55021,.66323,.38575,.79909,.60079,.93824,.40133,.67052,0
000000400107,.04388,-.04347,-.47224,-.31670,-.69764,-.97857,-.00044,-.00055,.02213,-.14940,-1.00000,-.99689,.75977,.73730,.81315,.87100,.92782,.92710,.87914,.84793,1
000000401613,.10119,-.15949,-.45508,-.45619,-.99842,.31324,.43064,-.46830,-.81777,.32946,-.53028,-.99958,.60890,.74328,.75145,.88294,.77211,.94522,.73413,.85260,0
000000401780,-.12868,.06487,-.03582,-.29702,-.68731,-.99940,-.16559,-.04306,.46681,-.65717,-.62380,-.53046,.78828,.83773,.97529,.89900,.99411,.90550,.99930,.89101,0
000000403975,-.17680,.34439,.20844,-.59828,-.70849,-.34894,.02338,.02563,-.96189,-.89449,-.91674,.69076,.71437,.42958,.92703,.48942,.99821,.76700,.96608,.82816,0
000000404403,.05374,-.12670,-.20211,-.18663,-.99867,-.95918,.11408,-.00672,.15647,-.12255,-.99997,-1.00000,.72696,.75670,.87884,.92484,.91943,.98210,.92716,.91877,1
000000405499,-.30248,.30154,-.37193,-.58540,.23578,.58375,-.11058,.00913,.71723,-.92601,.68779,.11055,.77127,.40392,.93156,.51151,.99364,.65593,.83875,.70165,0
000000405736,-.00014,-.00142,-.29839,-.18762,-.98908,-.97024,-.07477,-.01323,-.28173,-.19894,-.86217,-.98565,.81225,.84799,.88896,.93117,.89262,.97229,.87821,.88410,1
000000408903,.17562,-.13805,-.50328,-1.00000,.86204,.10801,-.01791,.15353,-.69911,-.09845,-.81301,-.99991,.58540,.74344,.68295,.51385,.35927,-.18296,.38605,-.89658,0
000000408957,-.35826,.27087,-.54126,-.36754,-.90933,-.85121,.06211,.04460,.52506,-.99964,-.64275,.54066,.85276,.64759,.92769,.72686,.98059,.63773,.73347,.77291,0
000000409120,.04216,-.04798,-.32564,-.29086,.64845,-.95603,-.04606,.04794,-.13608,.01565,-.99996,-.99990,.77002,.81253,.86738,.90828,.67827,.95858,.34227,.91423,1
000000409862,.00242,-.15133,-.12311,-.65284,-.99997,-.42967,-.02170,.02306,.10180,-.00117,-.99789,-.98868,.83179,.86074,.92520,.85501,.94981,.97080,.95191,.85375,1
000000411686,.20792,-.08146,-.38458,-.24802,-.99299,-.97892,-.05599,.05184,-.26267,.22558,-.99955,-.93194,.63545,.77779,.73498,.91362,.77451,.95509,.67409,.86591,1
000000411705,-.08411,-.10280,-.42638,-.38838,.27200,-.99856,-.04046,-.05774,-.02567,.12718,-.96765,-.99645,.69422,.69128,.82865,.85119,.78396,.88447,.48297,.87888,1
000000411765,-.50611,.41185,.45038,-.55692,-.61577,-.74549,-.21982,.22243,.39764,-.32581,-.95644,-.71122,.86682,.49764,.92810,.51557,.49761,.35478,.31684,.12658,0
000000411913,.18796,-.18124,-.47398,-.60532,-.11060,.99339,.00063,-.00211,-.05017,.04570,-.99968,-.99733,.68668,.82990,.73502,.86230,.94141,.81911,.95878,.22596,1
000000412365,.08229,-.11293,-.26374,-.57115,-.98290,-.99295,-.06672,.00016,-.09428,-.17383,-.98234,-.99854,.63601,.77270,.79040,.81895,.80434,.84085,.57058,.70655,1
000000412384,.30760,-.51586,-.29462,-.01591,.51198,.04068,.22019,-.04626,.18921,.03868,-.99519,-.99735,.48856,.82443,.70511,.99966,.42690,.73567,.38021,.73321,1
000000412876,-.04886,.09881,.75669,-.96145,-.28871,-.13116,.06759,-.07776,-.32276,.01963,-.90886,-.99334,.86243,.80917,1.00000,.66317,.85215,.59116,.06275,-.11077,1
000000412966,.05423,.02025,-.38111,-.19462,-.86688,.14680,-.01076,-.04428,-.07196,-.13272,-.99695,-.94621,.74519,.81371,.82945,.91685,.91975,.84436,.84997,.63027,1
000000414954,-.15588,.11966,-.20074,-.20530,-.99990,-.99618,.07312,-.02364,-.09093,-.12737,-.99692,-.99671,.81918,.75290,.95253,.87788,.97612,.89143,.89174,.90872,1
000000417834,-.04417,.04559,-.92802,-.75978,-.99307,-.58899,-.21932,.39640,-.78274,.14610,-.27652,-.99488,.72265,.69131,.58764,.65579,.50127,.76628,.65564,.16088,0
000000418684,-.07982,.07022,-.35429,-.48840,-.99409,.66114,-.09149,.03083,.00347,-.08288,-.99982,-.99952,.82750,.78575,.90982,.79063,.91454,.99409,.92926,-.48587,1
000000418844,.09806,-.09632,-.90550,-.85403,-.93055,-.93453,.06036,.07543,.14081,.27973,-.96432,-.91286,.63619,.68677,.48058,.64607,.31262,.55897,.26423,.18902,1
000000420244,.72766,-.70817,-.86709,-.51855,-.47021,-.73496,.01422,.03158,-.98034,-.99275,.90052,.88300,-.02979,.89737,-.20125,.99033,-.08731,1.00000,.40980,.68424,0
000000420649,.37854,-.33146,-.49207,-.71572,.99098,.71577,-.00027,.12165,-.33438,.46647,-.97868,-.88902,.40942,.75302,.54331,.83032,.20624,.98816,.09409,.66030,0
000000423479,.35362,-.27976,-.34443,-.39186,.81239,-.93583,.01800,-.01647,-.05988,-.17307,-1.00000,-.99426,.59216,.82723,.67966,.92388,.39467,.97836,.05936,.85049,1
000000423834,.12790,-.07352,-.25211,-.13420,-.99418,-.89279,.03290,.01460,.04484,-.06386,-.99188,-.99990,.82737,.85752,.88193,.95200,.91347,.99552,.93799,.93022,1
000000423858,-.01768,.00520,.01450,.17161,-.99835,.81441,.23078,-.25288,-.99955,.98083,.93979,-.53236,.77922,.81886,.95687,.98468,.97684,.99614,.90120,.89151,0
000000427449,.12616,-.01740,-.31403,-.24260,-.50646,-.87202,-.09213,.03905,.02208,.06368,-.99382,-.99991,.65533,.73690,.79111,.88931,.89121,.97266,.85435,.88690,1
000000428718,.20703,-.23367,.36130,.06288,-.70443,.92863,-.17791,.15229,.98907,.01626,-.47586,-.99891,.41800,.66756,.93403,.98149,.99496,.95044,.93573,.64814,0
000000431824,-.17259,.12858,-.19632,.04222,-.99942,-.86808,-.01815,.08670,.11720,.01449,-.98752,-1.00000,.87885,.82386,.96789,.94901,.98045,.99881,.93537,.99985,1
000000432131,-.18651,.18555,-.19227,-.39718,-.96635,.31771,-.01046,.01041,.05430,.27386,-.98307,-.99362,.83159,.76041,.95695,.79856,.99317,.59165,.93003,.41781,1
000000432762,-.04572,.08373,-.97390,-.96062,-.99881,-.99283,-.03253,-.02840,-.73476,-.77722,-.42395,-.31672,.70892,.67591,.49554,.43278,.41475,.32106,.12763,.15578,0
000000433041,.30517,-.24562,-.13264,-.60679,-1.00000,-.28193,-.04205,.04299,.19671,.33304,-.99277,-.83386,.75007,.85831,.84431,.89315,.86662,.99951,.94798,.91302,1
000000434299,-.00039,.17217,-.06436,.07330,-.77425,-.73699,-.10129,.03440,-.06781,-.16781,-.99503,-.99973,.75172,.79013,.91968,.93292,.98086,.99293,.96466,.97599,1
000000435136,.22304,-.22060,-.33769,-.26409,-.90526,-.96504,.07096,-.00436,.04630,-.05103,-.99968,-.99891,.65837,.83406,.75675,.94848,.71838,.98497,.65714,.89396,1
000000436302,-.58399,.65074,-.38695,.17457,.38488,-.47731,-.14904,.15970,.97415,-.98099,.18767,.13795,.91413,.57359,.99909,.78241,.89395,.65358,.98772,.78115,0
000000436838,-.02454,-.00800,-.77156,-.17032,-.13858,-.99994,.03286,-.05102,.00827,-.15815,-.99913,-.99928,.62632,.74370,.63858,.91132,.83045,.94206,.67858,.89941,1
000000438028,.13676,-.00710,-.24360,-.33146,-.99972,-.74694,.08370,-.08733,-.02504,-.10884,-.99626,-1.00000,.67666,.73173,.82360,.84853,.84687,.90778,.68388,.81415,1
000000438446,.07999,-.06945,-.42331,-.41832,.65430,.35377,.06167,-.04483,.81288,.12427,.09356,-.99571,.75942,.75116,.82530,.85947,.96284,.95107,.79265,.94607,0
000000439506,-.26921,.29944,-.29288,-.40741,-.96299,-.98159,-.05458,.00007,.03831,.20898,-.94952,-.99462,.77075,.49221,.94209,.63450,.98794,.70659,.89249,.73209,1
000000439550,-.52823,.58562,.05058,.02990,.79893,-.76885,-.23322,.29661,-.00438,-.77976,-.99829,-.62582,.79837,-.01429,.99878,.58235,.98789,.86219,.99944,.93389,0
000000439865,.00918,-.00232,-.79587,-.69966,-.33122,.40766,-.05797,.05574,.81338,.99673,.29125,-.11049,.65640,.66037,.62851,.68773,.72571,.92690,.56336,.78504,0
000000440449,-.16061,.16973,-.60864,-.21508,.96085,.99555,-.07647,.08301,-.03922,-.12451,-.99840,-.99918,.80385,.74162,.83990,.86397,.56472,.85355,-.49228,.75502,1
000000440819,.01569,-.02082,-.25730,-.23878,-.05695,.01585,-.06171,-.03465,-.05439,.14481,-.99641,-.99904,.62247,.61937,.86558,.86714,.99923,.99939,.99996,.99999,1
000000441275,-.02278,.05864,-.48377,-.53754,.80227,.87987,-.04884,.16703,-.98561,-.99275,.92093,.87872,.77071,.74289,.83408,.77816,.95037,.90759,.77340,.66583,0
000000446359,.16739,-.08450,-.06154,-.58589,-.87222,-.97056,.05595,-.00349,-.92956,-.99161,-.06912,.43158,.81080,.84633,.88673,.84967,.85684,.82387,.69448,.47415,0
000000449071,-.19456,.12307,-.36693,-.16933,-.49104,-.63391,-.03731,.03918,-.98615,-.94936,.86378,.80093,.84865,.72788,.93436,.87238,.99682,.97167,.96245,.98150,0
000000452221,.04261,-.00248,-.47258,-.47257,-.42657,.10972,.00075,.01209,-.99622,-.87375,.35523,.40620,.78087,.79184,.81862,.83680,.95315,.97858,.92205,.90424,0
000000452488,.06587,-.06617,-.19385,-.14054,-.99569,-.96527,.17255,-.06294,.09590,-.00924,-.99592,-.99983,.73578,.76210,.87799,.92542,.91717,.97986,.90832,.91808,1
000000453483,.02486,-.02396,-.29972,-.33899,-.98911,-.97212,-.02040,-.02225,-.11477,-.05857,-.99962,-.99968,.67020,.66399,.82733,.82340,.84487,.90243,.74361,.82035,1
000000453697,-.00806,.03664,-.37887,-.46942,-.83748,-.96339,.02478,.01941,.06093,.04348,-.99940,-.99761,.80779,.78952,.86658,.82409,.93856,.86639,.83173,.74480,1
000000454436,-.04073,.03631,-.19502,-.11093,-1.00000,-.98356,-.01428,.01452,.03639,.09277,-.99894,-.99746,.80821,.76714,.92239,.91231,.94713,.95896,.90540,.91308,1
000000454878,-.27963,.27832,-.35045,-.18078,-.01269,.36960,.01462,.08667,-.16268,-.69997,-.99332,-.65636,.84968,.78031,.95115,.84750,.99681,.51021,.98345,.37149,1
000000455809,-.15150,.16075,-.13381,-.26173,.83390,-.99954,-.19156,.33000,-.64892,-.89563,.68136,.77068,.70843,.58719,.93982,.78353,.98631,.83879,.78175,.91619,0
